ID,Place (x),Knowledge (y),Action (z),ETName
5634,-0.31,-0.50,0.88,Earth Spirit
5648,0.06,-0.13,-0.06,Traditional Ways
5649,-0.13,0.25,-0.25,Ecoscience
5650,-0.31,-0.31,0.50,Earth Spirit
5663,0.13,0.38,-0.31,Technoprogress
5664,-0.13,0.31,0.50,Ecoscience
5665,0.00,-0.19,0.06,Boundary
5666,0.19,-0.19,0.13,Traditional Ways
5667,-0.63,-0.56,0.19,Earth Spirit
5668,-0.56,0.31,0.13,Ecoscience
5669,-0.19,0.19,-0.25,Ecoscience
5670,-0.19,0.06,0.75,Ecoscience
5671,-0.25,0.19,0.19,Ecoscience
5672,-0.06,0.13,0.94,Ecoscience
5673,0.06,-0.38,0.25,Traditional Ways
5674,0.06,-0.19,0.06,Traditional Ways
5679,-0.44,-0.69,-0.94,Earth Spirit
5680,-0.44,-0.69,-0.94,Earth Spirit
5681,-0.75,-0.44,-0.38,Earth Spirit
5682,-0.13,0.19,0.31,Ecoscience
5683,-0.13,-0.50,0.63,Earth Spirit
5684,-0.13,0.06,0.44,Ecoscience
5685,-0.31,-0.19,-0.13,Earth Spirit
5686,0.00,-0.25,0.19,Boundary
5687,-0.25,0.31,-0.25,Ecoscience
5689,0.25,-0.19,0.81,Traditional Ways
5691,-0.25,-0.19,0.69,Earth Spirit
5693,-0.56,-0.31,0.50,Earth Spirit
5694,-0.31,-0.13,0.44,Earth Spirit
5695,-0.38,-0.19,-0.31,Earth Spirit
5696,0.31,-0.25,0.75,Traditional Ways
5698,-0.50,-0.44,-0.31,Earth Spirit
5699,0.50,-0.19,0.63,Traditional Ways
5700,-0.50,0.19,0.38,Ecoscience
5701,-0.38,-0.25,0.38,Earth Spirit
5702,0.00,0.25,-0.25,Boundary
5703,0.00,0.00,0.00,Boundary
5704,-0.44,-0.13,-0.19,Earth Spirit
5705,0.13,0.00,0.75,Boundary
5706,-0.50,-0.13,0.88,Earth Spirit
5707,0.13,0.00,0.75,Boundary
5712,-0.13,-0.19,0.00,Earth Spirit
5713,-0.13,-0.25,0.13,Earth Spirit
5716,0.06,-0.25,0.94,Traditional Ways
5717,-0.06,-0.19,0.94,Earth Spirit
5718,-0.44,0.00,0.13,Boundary
5720,-0.88,-0.13,0.50,Earth Spirit
5724,0.31,0.38,0.19,Technoprogress
5725,-0.19,-0.25,-0.25,Earth Spirit
5727,-0.38,-0.50,0.56,Earth Spirit
5728,-0.31,0.19,0.44,Ecoscience
5729,-0.50,-0.44,0.06,Earth Spirit
5737,-0.38,-0.38,0.31,Earth Spirit
5739,-0.25,-0.50,0.44,Earth Spirit
5745,0.31,-0.13,0.00,Traditional Ways
5746,-0.50,-0.44,0.94,Earth Spirit
5749,-0.19,-0.25,0.75,Earth Spirit
5755,0.00,-0.31,0.31,Boundary
5766,0.00,0.69,0.50,Boundary
5767,-0.06,0.25,0.63,Ecoscience
5768,-0.56,-0.69,-1.00,Earth Spirit
5770,-0.44,-0.19,0.00,Earth Spirit
5772,-0.50,-0.75,0.38,Earth Spirit
5773,-0.25,0.56,-0.56,Ecoscience
5774,0.19,0.06,0.19,Technoprogress
5775,-0.44,-0.13,0.19,Earth Spirit
5776,-0.25,-0.13,0.44,Earth Spirit
5777,-0.25,0.31,0.06,Ecoscience
5780,-0.38,0.38,-0.13,Ecoscience
5782,-0.31,-0.31,-0.44,Earth Spirit
5785,0.13,0.06,0.38,Technoprogress
5786,-0.56,0.00,0.38,Boundary
5789,-0.06,-0.31,0.19,Earth Spirit
5790,-0.25,0.06,0.63,Ecoscience
5791,-0.13,-0.50,0.19,Earth Spirit
5805,-0.50,-0.25,0.69,Earth Spirit
5806,-0.44,0.00,0.81,Boundary
5807,0.13,0.25,0.69,Technoprogress
5810,0.06,-0.50,0.94,Traditional Ways
5811,-0.31,-0.63,0.25,Earth Spirit
5812,-0.56,-0.44,0.94,Earth Spirit
5813,0.06,-0.50,0.25,Traditional Ways
5814,-0.13,0.25,0.13,Ecoscience
5818,-0.44,-0.31,0.44,Earth Spirit
5822,-0.56,-0.50,0.31,Earth Spirit
5823,-0.19,-0.13,0.38,Earth Spirit
5824,-0.56,-0.25,0.44,Earth Spirit
5825,-0.19,0.31,0.44,Ecoscience
5826,-0.38,-0.56,-0.13,Earth Spirit
5827,-0.44,-0.69,-0.06,Earth Spirit
5831,-0.25,0.56,0.19,Ecoscience
5832,-0.44,-0.25,0.31,Earth Spirit
5833,0.19,-0.31,0.31,Traditional Ways
5834,-0.81,-0.31,0.13,Earth Spirit
5835,0.13,0.50,0.38,Technoprogress
5836,-0.69,-0.13,0.69,Earth Spirit
5837,-0.31,-0.56,-0.06,Earth Spirit
5838,-0.56,-0.31,0.75,Earth Spirit
5841,0.06,0.38,0.31,Technoprogress
5842,-0.19,-0.19,0.00,Earth Spirit
5843,-0.69,-0.13,0.25,Earth Spirit
5844,-0.38,0.19,0.13,Ecoscience
5846,-0.13,-0.13,0.94,Earth Spirit
5848,0.25,0.31,-0.31,Technoprogress
5851,-0.19,0.00,0.88,Boundary
5852,-0.38,0.00,-0.19,Boundary
5853,-0.38,-0.19,0.44,Earth Spirit
5854,-0.69,0.31,0.81,Ecoscience
5855,-0.69,0.19,0.19,Ecoscience
5856,-0.19,-0.13,0.19,Earth Spirit
5857,-0.25,-0.06,0.88,Earth Spirit
5858,0.25,-0.38,-0.69,Traditional Ways
5859,-0.13,0.06,-0.06,Ecoscience
5860,0.25,0.38,-0.69,Technoprogress
5861,-0.56,0.06,0.38,Ecoscience
5862,-0.63,0.38,-0.06,Ecoscience
5863,-0.44,0.31,0.06,Ecoscience
5864,-0.31,0.31,-0.19,Ecoscience
5865,-0.44,-0.63,0.88,Earth Spirit
5866,0.00,0.00,0.44,Boundary
5867,-0.31,0.38,0.06,Ecoscience
5868,-0.19,0.19,0.81,Ecoscience
5869,-0.44,-0.69,-0.31,Earth Spirit
5870,-0.38,-0.19,-0.19,Earth Spirit
5871,0.00,0.19,-0.13,Boundary
5872,-0.63,0.13,0.63,Ecoscience
5873,-0.19,-0.13,0.81,Earth Spirit
5874,-0.38,-0.25,0.19,Earth Spirit
5875,-0.75,0.31,0.31,Ecoscience
5876,-0.06,-0.31,-0.25,Earth Spirit
5878,-0.50,-0.31,0.44,Earth Spirit
5879,-0.06,-0.06,0.44,Earth Spirit
5885,-0.50,0.06,0.19,Ecoscience
5886,-0.13,0.00,-0.13,Boundary
5887,-0.44,-0.25,0.13,Earth Spirit
5888,-0.25,0.44,0.69,Ecoscience
5889,-0.13,0.00,-0.19,Boundary
5891,-0.38,0.31,0.50,Ecoscience
5893,-0.31,0.31,0.44,Ecoscience
5895,-0.25,0.44,0.75,Ecoscience
5897,-0.44,0.06,-0.06,Ecoscience
5899,-0.13,-0.19,1.00,Earth Spirit
5902,-0.44,0.06,0.56,Ecoscience
5903,-0.56,-0.25,0.69,Earth Spirit
5905,-0.50,0.06,0.50,Ecoscience
5907,-0.06,-0.13,0.50,Earth Spirit
5908,-0.25,0.06,0.50,Ecoscience
5910,-0.44,-0.31,-0.19,Earth Spirit
5912,-0.13,-0.19,-0.13,Earth Spirit
5913,-0.25,0.06,0.75,Ecoscience
5914,0.06,0.19,0.56,Technoprogress
5917,-0.50,-0.06,0.00,Earth Spirit
5918,-0.13,0.13,0.44,Ecoscience
5919,-0.06,0.00,0.50,Boundary
5923,-0.31,-0.19,0.50,Earth Spirit
5929,-0.06,-0.19,0.81,Earth Spirit
5930,-0.38,-0.19,0.50,Earth Spirit
5932,-0.19,0.31,0.50,Ecoscience
5933,-0.25,0.75,-0.13,Ecoscience
5936,-0.50,-0.19,0.13,Earth Spirit
5937,-0.13,-0.06,0.25,Earth Spirit
5939,-0.13,0.25,0.81,Ecoscience
5940,-0.56,-0.44,0.25,Earth Spirit
5944,-0.38,0.13,0.06,Ecoscience
5946,-0.56,0.19,0.19,Ecoscience
5947,0.00,0.44,0.75,Boundary
5948,-0.44,-0.81,1.00,Earth Spirit
5951,-0.38,-0.06,0.06,Earth Spirit
5952,-0.13,0.75,0.31,Ecoscience
5954,-0.25,-0.06,0.38,Earth Spirit
5956,-0.25,0.19,0.25,Ecoscience
5958,-0.19,0.19,1.00,Ecoscience
5959,-0.31,0.13,0.06,Ecoscience
5960,-0.19,0.19,-0.25,Ecoscience
5962,-0.50,0.25,0.69,Ecoscience
5964,-0.63,-0.94,0.00,Earth Spirit
5967,0.25,0.81,0.69,Technoprogress
5969,0.06,0.31,0.75,Technoprogress
5970,-0.38,0.06,0.88,Ecoscience
5972,-0.19,-0.19,-0.06,Earth Spirit
5974,-0.44,0.13,-0.06,Ecoscience
5977,-0.06,-0.25,0.56,Earth Spirit
5980,-0.06,0.25,0.31,Ecoscience
5981,-0.25,-0.06,-0.19,Earth Spirit
5983,-0.56,-0.06,0.06,Earth Spirit
5986,-0.13,-0.44,0.63,Earth Spirit
5988,0.63,0.44,0.63,Technoprogress
5989,0.06,0.81,0.94,Technoprogress
5992,-0.38,-0.19,0.81,Earth Spirit
5993,-0.38,-0.06,0.31,Earth Spirit
5997,-0.19,0.13,0.56,Ecoscience
5999,-0.44,-0.31,0.31,Earth Spirit
6001,-0.25,0.69,-0.19,Ecoscience
6005,-0.38,-0.19,-0.44,Earth Spirit
6006,-0.31,-0.06,0.63,Earth Spirit
6007,-0.25,0.06,0.06,Ecoscience
6010,-0.88,-0.44,0.88,Earth Spirit
6011,0.31,-0.13,0.81,Traditional Ways
6016,-0.56,-0.25,0.63,Earth Spirit
6017,-0.50,-0.50,0.75,Earth Spirit
6018,-0.25,-0.25,0.38,Earth Spirit
6019,-0.38,-0.13,0.31,Earth Spirit
6020,-0.50,0.13,0.13,Ecoscience
6021,0.38,0.50,0.56,Technoprogress
6023,-0.56,-0.81,0.75,Earth Spirit
6024,-0.63,-0.06,0.25,Earth Spirit
6025,0.13,0.00,0.81,Boundary
6026,-0.38,0.38,0.00,Ecoscience
6028,-0.19,0.13,0.63,Ecoscience
6029,-0.25,0.06,0.50,Ecoscience
6030,-0.25,0.06,0.50,Ecoscience
6031,-0.38,0.00,-0.19,Boundary
6032,-0.06,-0.38,0.56,Earth Spirit
6033,-0.13,0.13,-0.13,Ecoscience
6035,-0.06,0.25,0.13,Ecoscience
6036,-0.38,0.06,0.63,Ecoscience
6037,-0.19,0.00,-0.06,Boundary
6038,-0.50,-0.06,0.50,Earth Spirit
6039,-0.19,0.00,0.06,Boundary
6040,-0.25,-0.31,-0.31,Earth Spirit
6044,-0.38,-0.25,-0.38,Earth Spirit
6045,-0.19,-0.25,0.88,Earth Spirit
6046,-0.13,-0.06,-0.50,Earth Spirit
6047,0.06,0.06,0.19,Technoprogress
6048,-0.25,-0.25,-0.19,Earth Spirit
6049,-0.75,-0.56,0.38,Earth Spirit
6050,-0.19,-0.13,-0.13,Earth Spirit
6051,-0.19,-0.38,0.31,Earth Spirit
6052,-0.13,-0.19,-0.31,Earth Spirit
6053,-0.38,-0.63,0.00,Earth Spirit
6055,-0.56,-0.25,0.19,Earth Spirit
6057,-0.25,-0.19,-0.38,Earth Spirit
6058,-0.31,-0.13,0.13,Earth Spirit
6060,-0.44,0.00,0.13,Boundary
6062,-0.06,0.00,-0.06,Boundary
6063,-0.25,-0.31,-0.31,Earth Spirit
6064,0.00,0.00,0.31,Boundary
6065,0.50,-0.19,-0.50,Traditional Ways
6067,-0.13,-0.06,-0.38,Earth Spirit
6068,-0.25,-0.38,0.13,Earth Spirit
6069,-0.25,-0.06,-0.25,Earth Spirit
6070,0.06,-0.63,0.31,Traditional Ways
6092,-0.44,-0.19,-0.38,Earth Spirit
6093,-0.44,-0.38,-0.25,Earth Spirit
6095,-0.19,0.38,0.06,Ecoscience
6096,-0.25,-0.06,0.19,Earth Spirit
6097,-0.38,0.06,0.44,Ecoscience
6100,-0.50,0.56,0.50,Ecoscience
6102,0.00,0.31,0.50,Boundary
6103,0.06,-0.31,0.00,Traditional Ways
6105,-0.25,0.44,0.63,Ecoscience
6106,-0.13,-0.50,0.75,Earth Spirit
6109,-0.19,-0.25,0.88,Earth Spirit
6112,-0.19,0.31,0.69,Ecoscience
6113,-0.38,-0.50,-0.06,Earth Spirit
6118,-0.50,-0.13,0.31,Earth Spirit
6121,0.00,0.31,-0.06,Boundary
6122,-0.56,-0.38,-0.44,Earth Spirit
6124,-0.13,0.31,0.38,Ecoscience
6126,0.00,0.00,0.63,Boundary
6130,-0.31,-0.19,0.31,Earth Spirit
6132,-0.13,-0.44,0.38,Earth Spirit
6134,0.00,0.06,-0.25,Boundary
6137,-0.50,-0.06,0.69,Earth Spirit
6140,0.00,0.00,0.00,Boundary
6142,0.13,0.00,0.25,Boundary
6143,-0.31,0.13,0.19,Ecoscience
6145,-0.25,-0.13,0.25,Earth Spirit
6146,-0.50,-0.06,0.44,Earth Spirit
6147,0.00,-0.38,0.50,Boundary
6149,0.00,-0.31,-0.06,Boundary
6150,-0.38,0.00,0.13,Boundary
6151,-0.31,-0.25,0.06,Earth Spirit
6152,-0.50,-0.19,0.56,Earth Spirit
6153,-0.06,0.25,0.19,Ecoscience
6154,0.13,0.06,-0.31,Technoprogress
6155,-0.06,-0.44,-0.31,Earth Spirit
6158,-0.19,0.00,0.00,Boundary
6162,-0.25,-0.06,-0.19,Earth Spirit
6165,-0.19,-0.31,-0.38,Earth Spirit
6166,0.00,-0.13,-0.25,Boundary
6168,-0.50,-0.38,-0.25,Earth Spirit
6170,-0.56,-0.19,-0.50,Earth Spirit
6171,0.00,0.44,0.75,Boundary
6172,-0.44,0.19,0.38,Ecoscience
6174,-0.38,-0.06,0.63,Earth Spirit
6175,-0.44,0.06,0.25,Ecoscience
6177,-0.06,0.00,0.63,Boundary
6178,-0.81,-0.88,1.00,Earth Spirit
6179,-0.50,-0.13,0.38,Earth Spirit
6181,-0.56,0.13,0.63,Ecoscience
6183,-0.44,0.31,0.88,Ecoscience
6184,-0.63,-0.13,0.38,Earth Spirit
6185,-0.19,-0.19,0.44,Earth Spirit
6186,-0.63,0.06,0.06,Ecoscience
6189,0.13,0.00,0.25,Boundary
6192,0.06,0.19,0.00,Technoprogress
6194,-0.25,0.31,-0.19,Ecoscience
6196,-0.25,-0.50,0.69,Earth Spirit
6200,-0.19,-0.13,-0.13,Earth Spirit
6201,-0.50,0.81,0.56,Ecoscience
6202,-0.25,-0.06,-0.19,Earth Spirit
6203,0.00,0.13,0.75,Boundary
6205,-0.63,-0.13,-0.13,Earth Spirit
6207,-0.13,-0.06,-0.38,Earth Spirit
6209,-0.13,0.19,0.94,Ecoscience
6210,-0.06,-0.25,0.69,Earth Spirit
6211,-0.25,-0.31,-0.06,Earth Spirit
6213,-0.50,0.06,0.50,Ecoscience
6214,-0.25,-0.06,0.81,Earth Spirit
6215,0.06,0.00,-0.06,Boundary
6216,-0.31,0.00,1.00,Boundary
6224,-0.63,-0.06,0.44,Earth Spirit
6225,0.00,0.31,0.31,Boundary
6230,-0.44,0.38,0.13,Ecoscience
6233,-0.63,-0.44,0.75,Earth Spirit
6234,-0.06,0.31,0.50,Ecoscience
6238,0.25,-0.06,0.56,Traditional Ways
6239,0.13,-0.19,-0.25,Traditional Ways
6240,0.00,0.00,0.50,Boundary
6242,0.06,0.75,0.88,Technoprogress
6244,-0.38,0.06,0.94,Ecoscience
6245,0.13,0.19,0.50,Technoprogress
6246,-0.38,0.19,0.81,Ecoscience
6248,-0.19,0.19,0.44,Ecoscience
6249,-0.19,0.50,0.38,Ecoscience
6250,-0.19,0.00,0.56,Boundary
6251,-0.69,0.13,0.88,Ecoscience
6252,-0.13,-0.19,-0.13,Earth Spirit
6254,-0.31,-0.38,0.13,Earth Spirit
6255,-0.19,-0.06,0.13,Earth Spirit
6257,-0.06,-0.50,0.88,Earth Spirit
6258,-0.25,0.13,0.56,Ecoscience
6259,-0.50,-0.06,0.13,Earth Spirit
6261,-0.25,-0.25,-0.19,Earth Spirit
6262,0.19,-0.31,0.50,Traditional Ways
6263,-0.25,-0.13,1.00,Earth Spirit
6264,-0.19,-0.19,0.50,Earth Spirit
6265,-0.19,0.06,0.19,Ecoscience
6266,0.25,0.19,0.63,Technoprogress
6267,-0.31,-0.38,0.88,Earth Spirit
6268,-0.38,-0.19,0.50,Earth Spirit
6271,-0.06,0.25,0.38,Ecoscience
6273,-0.50,-0.31,0.88,Earth Spirit
6274,0.06,-0.31,-0.25,Traditional Ways
6275,-0.25,0.06,0.06,Ecoscience
6276,-0.50,0.25,0.38,Ecoscience
6277,0.25,0.00,-0.38,Boundary
6278,-0.44,-0.19,0.25,Earth Spirit
6279,-0.25,0.13,-0.06,Ecoscience
6299,-0.13,-0.19,0.38,Earth Spirit
6303,-0.38,0.00,0.00,Boundary
6304,-0.38,0.13,-0.50,Ecoscience
6307,0.13,0.00,-0.06,Boundary
6314,-0.25,-0.38,-0.31,Earth Spirit
6315,-0.25,-0.38,0.56,Earth Spirit
6316,-0.44,0.13,-0.38,Ecoscience
6317,0.19,-0.38,0.75,Traditional Ways
6318,0.25,-0.19,-0.31,Traditional Ways
6321,-0.44,-0.19,0.69,Earth Spirit
6323,-0.38,0.06,-0.63,Ecoscience
6326,-0.25,-0.44,-0.38,Earth Spirit
6328,-0.31,-0.06,0.19,Earth Spirit
6329,-0.38,-0.19,-0.25,Earth Spirit
6330,-0.31,-0.69,-0.44,Earth Spirit
6331,-0.56,-0.31,0.44,Earth Spirit
6332,0.19,-0.13,0.44,Traditional Ways
6333,0.19,-0.19,0.69,Traditional Ways
6334,0.00,-0.25,0.00,Boundary
6335,-0.19,0.19,-0.25,Ecoscience
6336,-0.06,0.13,-0.19,Ecoscience
6337,-0.56,0.13,0.75,Ecoscience
6338,-0.19,0.13,0.31,Ecoscience
6339,0.19,0.19,0.75,Technoprogress
6342,-0.19,0.38,0.19,Ecoscience
6343,-0.06,0.25,0.44,Ecoscience
6344,0.06,0.25,-0.44,Technoprogress
6345,-0.13,0.31,0.19,Ecoscience
6346,-0.25,-0.19,0.44,Earth Spirit
6348,-0.06,0.63,0.19,Ecoscience
6349,-0.56,0.00,-0.25,Boundary
6350,-0.31,0.00,0.63,Boundary
6351,0.00,0.50,-0.25,Boundary
6352,0.13,0.06,0.69,Technoprogress
6353,-0.19,-0.06,-0.19,Earth Spirit
6354,-0.38,-0.31,-0.56,Earth Spirit
6355,-0.31,0.06,0.00,Ecoscience
6356,-0.50,-0.50,-0.44,Earth Spirit
6357,0.00,0.06,0.00,Boundary
6358,-0.38,0.31,0.25,Ecoscience
6359,-0.44,-0.13,0.50,Earth Spirit
6361,-0.56,-0.38,0.38,Earth Spirit
6364,-0.19,-0.44,0.88,Earth Spirit
6365,-0.06,0.19,0.81,Ecoscience
6366,-0.38,-0.13,0.69,Earth Spirit
6367,-0.19,-0.44,0.50,Earth Spirit
6368,-0.69,0.13,-0.19,Ecoscience
6369,-0.56,-0.56,0.31,Earth Spirit
6370,-0.19,0.13,0.38,Ecoscience
6371,-0.50,0.19,0.31,Ecoscience
6374,-0.19,0.06,0.56,Ecoscience
6375,0.31,0.56,0.63,Technoprogress
6376,-0.13,0.06,-0.31,Ecoscience
6378,-0.25,0.13,0.31,Ecoscience
6379,-0.44,-0.50,0.56,Earth Spirit
6380,-0.06,0.25,0.00,Ecoscience
6381,0.19,-0.63,0.31,Traditional Ways
6382,-0.06,0.06,0.31,Ecoscience
6383,0.00,0.00,-0.13,Boundary
6384,-0.31,0.13,0.06,Ecoscience
6385,-0.06,-0.13,0.00,Earth Spirit
6386,0.00,-0.19,0.50,Boundary
6389,0.44,0.44,0.06,Technoprogress
6391,0.25,-0.38,0.00,Traditional Ways
6392,-0.38,0.00,0.19,Boundary
6393,-0.19,0.00,0.13,Boundary
6394,-0.13,0.06,0.13,Ecoscience
6395,-0.50,-0.38,-0.19,Earth Spirit
6402,-0.31,0.50,0.44,Ecoscience
6403,0.06,-0.63,0.06,Traditional Ways
6404,-0.44,-0.06,0.25,Earth Spirit
6405,-0.25,-0.19,0.56,Earth Spirit
6407,-0.56,0.13,0.13,Ecoscience
6408,-0.69,0.38,0.13,Ecoscience
6409,-0.56,-0.44,0.56,Earth Spirit
6410,-0.31,-0.06,0.38,Earth Spirit
6411,0.19,0.63,-0.38,Technoprogress
6412,-0.38,0.31,0.31,Ecoscience
6415,0.13,0.00,0.25,Boundary
6419,-0.44,0.31,0.38,Ecoscience
6421,-0.25,-0.31,0.50,Earth Spirit
6423,-0.25,-0.13,0.31,Earth Spirit
6424,-0.31,0.06,0.25,Ecoscience
6425,-0.19,-0.06,0.56,Earth Spirit
6427,0.00,0.13,0.00,Boundary
6430,-0.31,-0.06,0.25,Earth Spirit
6431,-0.25,0.00,0.13,Boundary
6433,-0.38,0.56,0.38,Ecoscience
6434,-0.31,-0.13,0.00,Earth Spirit
6440,0.06,0.19,0.25,Technoprogress
6441,-0.31,0.00,-0.38,Boundary
6445,-0.44,-0.25,0.44,Earth Spirit
6447,-0.13,-0.44,0.63,Earth Spirit
6450,-0.38,-0.25,0.38,Earth Spirit
6451,-0.13,-0.06,-0.31,Earth Spirit
6454,-0.13,-0.06,0.31,Earth Spirit
6455,-0.50,0.00,0.44,Boundary
6456,-0.06,-0.44,-0.13,Earth Spirit
6457,-0.13,-0.56,-0.81,Earth Spirit
6458,-0.19,-0.13,-0.19,Earth Spirit
6459,-0.69,-0.44,-0.44,Earth Spirit
6461,0.00,0.00,0.56,Boundary
6462,0.00,0.25,0.19,Boundary
6464,-0.25,0.13,0.06,Ecoscience
6466,-0.25,-0.25,0.63,Earth Spirit
6468,-0.25,0.13,0.75,Ecoscience
6469,-0.56,-0.06,0.06,Earth Spirit
6470,-0.63,-0.13,0.25,Earth Spirit
6471,0.19,0.25,-0.25,Technoprogress
6472,-0.19,0.19,0.00,Ecoscience
6473,-0.25,0.13,0.50,Ecoscience
6476,-0.44,0.38,0.25,Ecoscience
6477,-0.38,-0.25,0.31,Earth Spirit
6480,-0.25,-0.25,0.00,Earth Spirit
6482,-0.25,0.00,0.13,Boundary
6488,-0.56,-0.13,0.38,Earth Spirit
6489,-0.44,0.19,0.75,Ecoscience
6490,-0.25,-0.19,0.75,Earth Spirit
6491,-0.06,-0.13,-0.06,Earth Spirit
6492,-0.38,0.31,0.31,Ecoscience
6493,-0.44,0.38,0.00,Ecoscience
6495,-0.31,0.63,0.56,Ecoscience
6496,0.19,0.19,-0.44,Technoprogress
6498,-0.06,0.00,-0.31,Boundary
6499,-0.25,0.13,0.13,Ecoscience
6500,-0.13,-0.31,-0.31,Earth Spirit
6501,-0.25,0.19,-0.13,Ecoscience
6502,0.06,0.00,-0.56,Boundary
6504,-0.25,-0.31,0.63,Earth Spirit
6505,-0.44,0.06,0.50,Ecoscience
6506,-0.38,-0.13,0.56,Earth Spirit
6507,0.13,-0.25,-0.56,Traditional Ways
6509,0.06,-0.13,-0.06,Traditional Ways
6510,-0.75,-0.75,0.06,Earth Spirit
6511,-0.50,0.06,0.19,Ecoscience
6512,-0.19,-0.31,0.13,Earth Spirit
6513,-0.56,-0.31,0.06,Earth Spirit
6515,-0.25,-0.13,-0.25,Earth Spirit
6516,-0.69,-0.13,0.44,Earth Spirit
6517,-0.50,-0.25,0.19,Earth Spirit
6518,-0.31,-0.06,-0.13,Earth Spirit
6519,-0.06,-0.19,-0.06,Earth Spirit
6520,-0.06,0.13,0.56,Ecoscience
6521,-0.63,-0.31,0.50,Earth Spirit
6522,-0.06,0.38,0.44,Ecoscience
6523,-0.25,-0.19,-0.06,Earth Spirit
6525,0.00,0.00,-0.19,Boundary
6526,-0.25,-0.38,-0.31,Earth Spirit
6527,-0.38,-0.44,0.06,Earth Spirit
6529,-0.50,-0.38,0.38,Earth Spirit
6530,-0.69,-0.56,0.06,Earth Spirit
6531,-0.38,-0.31,0.31,Earth Spirit
6532,-0.19,-0.06,-0.25,Earth Spirit
6533,0.13,-0.44,0.50,Traditional Ways
6534,-0.13,0.06,0.44,Ecoscience
6535,-0.31,-0.25,0.06,Earth Spirit
6537,-0.25,0.00,0.50,Boundary
6539,-0.06,-0.13,-0.13,Earth Spirit
6543,0.13,0.00,0.13,Boundary
6545,0.31,0.63,0.50,Technoprogress
6547,-0.50,0.19,0.50,Ecoscience
6549,-0.06,0.38,0.44,Ecoscience
6551,-0.50,0.44,0.69,Ecoscience
6552,-0.63,-0.25,-0.50,Earth Spirit
6553,-0.06,0.38,-0.38,Ecoscience
6554,-0.13,-0.06,0.25,Earth Spirit
6555,0.06,0.44,0.00,Technoprogress
6556,-0.06,-0.06,-0.38,Earth Spirit
6557,0.13,0.38,0.00,Technoprogress
6558,0.00,0.25,-0.25,Boundary
6559,-0.44,0.00,0.13,Boundary
6560,-0.13,0.00,0.44,Boundary
6561,-0.13,0.00,-0.31,Boundary
6562,-0.50,0.06,0.25,Ecoscience
6563,0.06,0.56,0.44,Technoprogress
6564,-0.25,-0.56,-0.06,Earth Spirit
6565,-0.06,0.25,-0.06,Ecoscience
6567,-0.06,0.50,0.56,Ecoscience
6568,-0.50,-0.25,-0.38,Earth Spirit
6569,-0.13,0.00,0.06,Boundary
6570,-0.19,-0.25,0.44,Earth Spirit
6571,-0.38,-0.19,0.81,Earth Spirit
6572,-0.63,-0.06,-0.13,Earth Spirit
6573,-0.44,0.13,-0.13,Ecoscience
6574,-0.44,0.25,0.13,Ecoscience
6576,-0.19,-0.13,-0.13,Earth Spirit
6577,-0.25,0.25,0.25,Ecoscience
6578,0.13,0.38,-0.38,Technoprogress
6579,0.00,0.06,-0.06,Boundary
6580,-0.44,-0.06,0.00,Earth Spirit
6581,0.06,0.06,-0.44,Technoprogress
6583,0.06,0.00,0.13,Boundary
6584,-0.50,-0.44,0.00,Earth Spirit
6585,0.13,-0.56,0.63,Traditional Ways
6587,-0.19,0.44,0.81,Ecoscience
6588,-0.19,0.44,0.00,Ecoscience
6589,-0.19,0.13,0.19,Ecoscience
6590,0.06,-0.19,0.25,Traditional Ways
6591,-0.31,-0.06,-0.50,Earth Spirit
6592,-0.38,-0.06,0.06,Earth Spirit
6593,-0.63,-0.13,0.06,Earth Spirit
6594,-0.06,0.00,0.00,Boundary
6595,-0.13,-0.31,0.19,Earth Spirit
6596,0.25,-0.38,0.56,Traditional Ways
6597,-0.38,-0.31,0.31,Earth Spirit
6598,-0.06,0.63,0.56,Ecoscience
6599,-0.25,-0.69,-0.50,Earth Spirit
6600,-0.44,-0.19,0.06,Earth Spirit
6601,0.13,0.44,0.50,Technoprogress
6602,-0.56,0.00,0.94,Boundary
6603,0.13,0.06,-0.13,Technoprogress
6607,-0.81,0.69,0.50,Ecoscience
6609,-0.50,-0.44,0.25,Earth Spirit
6611,-0.25,0.56,-0.06,Ecoscience
6612,-0.25,-0.06,0.19,Earth Spirit
6613,0.19,-0.31,0.06,Traditional Ways
6614,0.38,0.38,-0.44,Technoprogress
6615,-0.19,-0.06,-0.19,Earth Spirit
6616,-0.75,0.44,-0.13,Ecoscience
6617,0.19,0.19,-0.06,Technoprogress
6618,0.19,0.19,-0.06,Technoprogress
6619,-0.19,0.31,-0.19,Ecoscience
6620,-0.31,0.13,0.63,Ecoscience
6621,-0.75,0.31,0.25,Ecoscience
6623,-0.63,-0.25,0.13,Earth Spirit
6624,0.25,-0.13,0.25,Traditional Ways
6625,0.19,-0.25,-0.19,Traditional Ways
6626,0.06,-0.25,-0.31,Traditional Ways
6627,0.00,-0.06,-0.06,Boundary
6628,-0.44,-0.13,0.56,Earth Spirit
6629,-0.06,0.31,0.19,Ecoscience
6630,-0.50,-0.25,-0.06,Earth Spirit
6631,-0.38,-0.06,-0.13,Earth Spirit
6633,-0.63,-0.38,0.13,Earth Spirit
6634,-0.19,0.25,0.50,Ecoscience
6635,-0.44,0.19,0.69,Ecoscience
